Tanggal,Media,Topik,Topik_Cleaned,label
26-Mar-21,Instagram,Bantuan bagi UMKM siap disalurkan kembali,bantuan umkm siap disalurkan,0
26-Mar-21,Instagram,Sinkronisasi data kependudukan,sinkronisasi data kependudukan,0
26-Mar-21,Instagram,Jadwal vaksin lansia,jadwal vaksin lansia,0
26-Mar-21,Lapor Sleman,Food Court Denggung,food court denggung,0
27-Mar-21,Instagram,Pengelola pedagang trotoar,pengelola pedagang trotoar,0
27-Mar-21,Lapor Sleman,Sampah Di Pinggir Ring Road,sampah pinggir ring road,1
27-Mar-21,Website,Informasi JPS,jps,0
27-Mar-21,Website,Perumahan murah untuk rakyat,perumahan murah rakyat,0
27-Mar-21,Website,Pendaftaran PKH ditolak,pendaftaran pkh ditolak,0
27-Mar-21,Twitter,Pendafataran vaksin lansia,pendafataran vaksin lansia,0
27-Mar-21,Twitter,Jadwal vaksin lansia,jadwal vaksin lansia,0
27-Mar-21,Email,Jadwal vaksin lansia,jadwal vaksin lansia,0
27-Mar-21,Instagram,Jadwal vaksin lansia,jadwal vaksin lansia,0
28-Mar-21,Lapor Sleman,Lampu Jalan Mati Sering Terjadi Kecelakaan,lampu jalan mati sering terjadi kecelakaan,1
28-Mar-21,Website,Pendaftaran vaksin lansia,pendaftaran vaksin lansia,0
28-Mar-21,Website,Air membludak ke jalan raya,air membludak jalan raya,1
28-Mar-21,Twitter,Pembasmian pipit,pembasmian pipit,0
28-Mar-21,Twitter,Jadwal vaksin lansia,jadwal vaksin lansia,0
28-Mar-21,Twitter,Jalan di tutup warga,jalan tutup warga,0
28-Mar-21,Instagram,Informasi Desa Blekik klaster baru,desa blekik klaster baru,0
28-Mar-21,Instagram,Jadwal vaksin lansia,jadwal vaksin lansia,0
28-Mar-21,Instagram,Pendaftaran vaksin lansia,pendaftaran vaksin lansia,0
29-Mar-21,Lapor Sleman,Penggantian EKTP,penggantian ektp,0
29-Mar-21,Facebook Pemkab Sleman,Pelayanan KB,pelayanan kb,0
29-Mar-21,Twitter,Pendaftaran vaksin lansia,pendaftaran vaksin lansia,0
29-Mar-21,Lapor Sleman,"Jalur Lambat Ring Road Utara, Persisnya Sepanjang Barat Perempatan Ring Road Kentungan Jakal",jalur lambat ring road utara persisnya sepanjang barat perempatan ring road kentungan jakal,1
29-Mar-21,Facebook Pemkab Sleman,Pencairan BST,pencairan bst,1
29-Mar-21,Instagram,Aduan tidak jelas,aduan jelas,0
29-Mar-21,Instagram,Warga bingung pulang,warga bingung pulang,0
29-Mar-21,Instagram,Jadwal vaksin lansia,jadwal vaksin lansia,0
29-Mar-21,Lapor Sleman,Masukan Petugas Pelayanan,masukan petugas pelayanan,0
29-Mar-21,Instagram,Pendaftaran vaksin lansia,pendaftaran vaksin lansia,0
29-Mar-21,Instagram,Jembatan taman kuliner,jembatan taman kuliner,0
29-Mar-21,Facebook Grup ICJ,Jembatan taman kuliner,jembatan taman kuliner,0
29-Mar-21,Facebook Pemkab Sleman,Aduan penipuan,aduan penipuan,0
29-Mar-21,Website,Vaksin bagi ASN pusat yang tugas belajar di DIY,vaksin asn pusat tugas belajar diy,0
29-Mar-21,Website,Bantuan Sosial Tunai,bantuan sosial tunai,0
29-Mar-21,Website,PJU mati,pju mati,1
29-Mar-21,Instagram,Vaksin bagi lansia,vaksin lansia,0
29-Mar-21,Instagram,vaksin bagi ASN kementerian,vaksin asn kementerian,0
30-Mar-21,Lapor Sleman,Lampu PJU Fly Over Jombor Sudah Lama Mati Belum Ada Perbaikan,lampu pju fly over jombor lama mati perbaikan,1
30-Mar-21,Website,Jadwal vaksin,jadwal vaksin,0
30-Mar-21,Instagram,Sinkronisasi data kependudukan,sinkronisasi data kependudukan,0
30-Mar-21,Instagram,Ganti KK secara online,ganti kk online,0
30-Mar-21,Instagram,Peraturan tentang kebijakan terkait sekolah tatap muka,peraturan kebijakan terkait sekolah tatap muka,0
30-Mar-21,Instagram,Surat Dokter untuk perpanjang SIM di MPP,surat dokter perpanjang sim mpp,0
30-Mar-21,Instagram,Vaksinasi bagi tenaga pendidik universitas,vaksinasi tenaga pendidik universitas,0
30-Mar-21,Instagram,Vaksinasi bagi pekerja publik,vaksinasi pekerja publik,0
31-Mar-21,Lapor Sleman,Fasum Bisa Disertifikatkan,fasum disertifikatkan,0
31-Mar-21,Lapor Sleman,Permohonan Datang,permohonan datang,0
31-Mar-21,Lapor Sleman,Pohon Tumbuh Miring Ke Badan Jalan,pohon tumbuh miring badan jalan,1
31-Mar-21,Website,Pembuatan Akta kelahiran online,pembuatan akta kelahiran online,0
31-Mar-21,Website,Jadwal vaksin,jadwal vaksin,0
31-Mar-21,Website,Pindah lokasi vaksin,pindah lokasi vaksin,0
31-Mar-21,Website,Cafe beroprasi melanggar aturan PPKM,cafe beroprasi melanggar aturan ppkm,0
31-Mar-21,Twitter,Jadwal vaksin lansia,jadwal vaksin lansia,0
31-Mar-21,Twitter,Jalan banyak tambalan bekas galian,jalan banyak tambalan bekas galian,0
31-Mar-21,Twitter,Edukasi untuk penambang pasir,edukasi penambang pasir,0
31-Mar-21,Twitter,Prosedur Pajak PBB,prosedur pajak pbb,0
31-Mar-21,Instagram,Pelayanan online Dukcapil,pelayanan online dukcapil,0
31-Mar-21,Instagram,Pendaftaran vaksin lansia,pendaftaran vaksin lansia,0
31-Mar-21,Instagram,Jadwal vaksin lansia,jadwal vaksin lansia,0
31-Mar-21,Email,Pembuatan KTP el,pembuatan ktp el,0
31-Mar-21,Instagram,Mengganti TTD KTP,mengganti ttd ktp,0
31-Mar-21,Instagram,Penambahan anggota keluarga di KK secara online,penambahan anggota keluarga kk online,0
1-Apr-21,Instagram,Jadwal vaksin lansia,jadwal vaksin lansia,0
1-Apr-21,Facebook Pemkab Sleman,KIR di Kab Sleman,kir kab,0
1-Apr-21,Instagram,Pencetakan KTP luar daerah,pencetakan ktp luar,0
1-Apr-21,Instagram,Surat pindah keluar,surat pindah keluar,0
1-Apr-21,Instagram,Rencana penggunaan jaring emprit oleh DPRD,rencana penggunaan jaring emprit dprd,0
1-Apr-21,Instagram,Prosedur pindah bpjs pemerintah,prosedur pindah bpjs pemerintah,0
1-Apr-21,Lapor Sleman,Bank Sleman,bank,0
1-Apr-21,Lapor Sleman,POHON MIRING,pohon miring,1
1-Apr-21,Lapor Sleman,Izin Usaha Kos-kosan,izin usaha koskosan,0
1-Apr-21,Twitter,Sinkronisasi data kependudukan,sinkronisasi data kependudukan,0
2-Apr-21,Twitter,Vaksin bagi pelaku pariwisata,vaksin pelaku pariwisata,0
2-Apr-21,Instagram,Layanan online Dukcapil,layanan online dukcapil,0
2-Apr-21,Instagram,Pendaftaran vaksin lansia,pendaftaran vaksin lansia,0
2-Apr-21,Instagram,Jadwal vaksin lansia,jadwal vaksin lansia,0
2-Apr-21,Website,Kartu rentan miskin,kartu rentan miskin,0
2-Apr-21,Website,UN SMP,un smp,0
2-Apr-21,Lapor Sleman,Gapura Instiper Memakan Ruas Jalan,gapura instiper memakan ruas jalan,0
2-Apr-21,Lapor Sleman,Penggantian Lampu PJU,penggantian lampu pju,1
2-Apr-21,Lapor Sleman,Angka Tagihan PDAM Lebih Besar Dari Angka Meter,angka tagihan pdam lebih besar angka meter,0
2-Apr-21,Instagram,Aliran PDAM,aliran pdam,0
3-Apr-21,Website,BST belum cair,bst cair,1
3-Apr-21,Instagram,Permohonan bantuan BPUM,permohonan bantuan bpum,0
3-Apr-21,Instagram,Zonasi tingkat RT,zonasi tingkat rt,0
3-Apr-21,Instagram,Faskes untuk SWAB PCR,faskes swab pcr,0
3-Apr-21,Lapor Sleman,Pemangkasan Pohon Tepi Jalan,pemangkasan pohon tepi jalan,1
3-Apr-21,Lapor Sleman,Penampungan Sampah Di Lingkungan Tempat Tinggal,penampungan sampah lingkungan tempat tinggal,1
3-Apr-21,Lapor Sleman,Sampah Di Pemukiman Warga,sampah pemukiman warga,1
3-Apr-21,Lapor Sleman,Alun Alun Sleman Gelap Jadi Tempat Mesum,alun alun gelap jadi tempat mesum,1
3-Apr-21,Lapor Sleman,Lampu Pju Mati,lampu pju mati,1
4-Apr-21,Instagram,Perpanjagn SIM,perpanjagn sim,0
4-Apr-21,Instagram,Dispensasi IMB,dispensasi imb,0
4-Apr-21,Instagram,Drainase tidak maksimal,drainase maksimal,0
4-Apr-21,Instagram,Pendaftaran vaksin bagi umum,pendaftaran vaksin umum,0
4-Apr-21,Website,BST belum cair,bst cair,1
5-Apr-21,Website,BST belum cair,bst cair,1
5-Apr-21,Website,Bantuan rumah,bantuan rumah,0
5-Apr-21,Instagram,Prosedur pembuatan Akta Kelahiran,prosedur pembuatan akta kelahiran,0
5-Apr-21,Facebook Pemkab Sleman,Jadwal vaksin lansia,jadwal vaksin lansia,0
5-Apr-21,Instagram,Informasi CPNS,cpns,0
5-Apr-21,Instagram,Pendaftaran vaksin,pendaftaran vaksin,0
5-Apr-21,Instagram,Sampah belum diambil,sampah diambil,1
5-Apr-21,Instagram,Mengubah data diri,mengubah data diri,0
5-Apr-21,Twitter,Jadwal vaksin,jadwal vaksin,0
6-Apr-21,Instagram,Jadwal vaksin lansia,jadwal vaksin lansia,0
6-Apr-21,Instagram,Informasi CPNS,cpns,0
6-Apr-21,Instagram,Sinkronisasi data kependudukan,sinkronisasi data kependudukan,0
6-Apr-21,Instagram,Jadwal vaksin,jadwal vaksin,0
6-Apr-21,Instagram,Syarat peserta vaksin drive thru di Candi Prambanan,syarat peserta vaksin drive thru candi prambanan,0
6-Apr-21,Facebook Pemkab Sleman,Pelayanan KTP Drive thru,pelayanan ktp drive thru,0
6-Apr-21,Instagram,Pendaftaran vaksin,pendaftaran vaksin,0
6-Apr-21,Website,Tukang parkir tidak patuh prokes,tukang parkir patuh prokes,1
6-Apr-21,Lapor Sleman,Kartu Indonesia Pintar,kartu indonesia pintar,0
6-Apr-21,Lapor Sleman,Penyalah Gunaan Kost Putri WINNIE,penyalah gunaan kost putri winnie,0
6-Apr-21,Twitter,Permohonan cermin cembung,permohonan cermin cembung,0
6-Apr-21,Twitter,Pohon roboh menimpa kabel,pohon roboh menimpa kabel,1
7-Apr-21,Website,Kartu rentan miskin,kartu rentan miskin,0
7-Apr-21,Facebook Pemkab Sleman,Jalan ambles,jalan ambles,0
7-Apr-21,Instagram,Pembocoran soal,pembocoran soal,0
7-Apr-21,Facebook Pemkab Sleman,Login website sleman,login website,0
7-Apr-21,Instagram,Jalan ambles,jalan ambles,0
7-Apr-21,Instagram,Fasilitas wifi kabupaten sleman,fasilitas wifi,0
7-Apr-21,Instagram,Vaksin bagi pelaku pariwisata,vaksin pelaku pariwisata,0
7-Apr-21,Lapor Sleman,Baliho Rusak,baliho rusak,1
7-Apr-21,Facebook Grup ICJ,Baliho roboh dan membahayakan,baliho roboh membahayakan,1
7-Apr-21,Twitter,Jadwal vaksin,jadwal vaksin,0
7-Apr-21,Twitter,Penutupan pipa IPAL tidak rata,penutupan pipa ipal rata,0
7-Apr-21,Twitter,Kontak DInkes,kontak dinkes,0
7-Apr-21,Email,Jadwal vaksin lansia,jadwal vaksin lansia,0
8-Apr-21,Facebook Pemkab Sleman,KTP hilang dari luar daerah,ktp hilang luar,0
8-Apr-21,Facebook Pemkab Sleman,Baliho roboh dan membahayakan,baliho roboh membahayakan,1
8-Apr-21,Facebook Pemkab Sleman,PJU mati,pju mati,1
8-Apr-21,Instagram,Vaksinasi massal drive thru,vaksinasi massal drive thru,0
8-Apr-21,Facebook Pemkab Sleman,Akta kematian hilang,akta kematian hilang,1
8-Apr-21,Instagram,Akun medsos Dukcapil,akun medsos dukcapil,0
8-Apr-21,Instagram,Pendaftaran vaksin untuk umum,pendaftaran vaksin umum,0
8-Apr-21,Instagram,Jadwal vaksin lansia,jadwal vaksin lansia,0
8-Apr-21,Instagram,Akta kelahiran secara online,akta kelahiran online,0
8-Apr-21,Instagram,Penanganan pasien covid,penanganan pasien covid,0
8-Apr-21,Website,Bangunan semi permanen menabrak bahu jalan,bangunan semi permanen menabrak bahu jalan,0
8-Apr-21,Website,Bantuan sosial,bantuan sosial,0
8-Apr-21,Website,Peningkatan jalan Godean,peningkatan jalan godean,0
8-Apr-21,Instagram,Sinkronisasi data kependudukan,sinkronisasi data kependudukan,0
8-Apr-21,Lapor Sleman,Memacu Kendaraan Dengan Cepat Dan Suara Bising.,memacu kendaraan cepat suara bising,1
8-Apr-21,Lapor Sleman,Nama E-KTP Berbeda Dengan Di Kk,nama ektp berbeda kk,0
8-Apr-21,Twitter,Pemetaan zonasi covid 19,pemetaan zonasi covid,0
8-Apr-21,Instagram,Soal Matematika ASPD bocor.,soal matematika aspd bocor,1
8-Apr-21,Twitter,Perubahan nama di KTP,perubahan nama ktp,0
8-Apr-21,Twitter,Pemasangan pipa IPAL,pemasangan pipa ipal,0
9-Apr-21,Instagram,Jadwal vaksin lansia,jadwal vaksin lansia,0
9-Apr-21,Website,Kost sering untuk menginap pasangan bukan suami istri,kost sering menginap pasangan bukan suami istri,0
9-Apr-21,Website,BPUM,bpum,0
9-Apr-21,Website,LRA 2021,lra,0
9-Apr-21,Lapor Sleman,NIK DAN KK,nik kk,0
9-Apr-21,Lapor Sleman,Bakar Sampah Di Area Rumah,bakar sampah area rumah,1
9-Apr-21,Lapor Sleman,"LAMPU PJU MATI, RAWAN KECELAKAAN",lampu pju mati rawan kecelakaan,1
9-Apr-21,Twitter,Pak ogah,ogah,0
9-Apr-21,Twitter,Tarif parkir,tarif parkir,1
10-Apr-21,Instagram,Pendaftaran vaksin lansia,pendaftaran vaksin lansia,0
10-Apr-21,Instagram,Pendaftaran vaksin masyarakat umum,pendaftaran vaksin masyarakat umum,0
10-Apr-21,Website,BST belum cair,bst cair,1
10-Apr-21,Twitter,Rumah roboh,rumah roboh,0
10-Apr-21,Twitter,Pencari kerja dengan AK1,pencari kerja ak,0
10-Apr-21,Twitter,Pembuatan Akta online,pembuatan akta online,0
11-Apr-21,Instagram,Pasien mengalami gejala covid,pasien mengalami gejala covid,0
11-Apr-21,Instagram,Pembuatan KTP online,pembuatan ktp online,0
11-Apr-21,Website,Penutupan pipa IPAL tidak rata,penutupan pipa ipal rata,0
11-Apr-21,Website,Data penelitian,data penelitian,0
11-Apr-21,Website,Aduan tidak jelas,aduan jelas,0
11-Apr-21,Twitter,Aplikasi sibakul jogja,aplikasi sibakul,0
12-Apr-21,Instagram,Kerumunan di tingkat RT,kerumunan tingkat rt,0
12-Apr-21,Instagram,Jadwal vaksin lansia,jadwal vaksin lansia,0
12-Apr-21,Instagram,Pelayanan online dukcapil,pelayanan online dukcapil,0
12-Apr-21,Website,Galian IPAL,galian ipal,0
12-Apr-21,Lapor.go.id,ODGJ di lingkungan tempat tinggal yang rusuh,odgj lingkungan tempat tinggal rusuh,0
12-Apr-21,Website,BST belum cair,bst cair,1
12-Apr-21,Lapor Sleman,Traffic Light,traffic light,0
12-Apr-21,Lapor Sleman,Ranting Pohon Tumbuh Ke Kabel Listrik,ranting pohon tumbuh kabel listrik,1
12-Apr-21,Instagram,Baliho roboh dan membahayakan,baliho roboh membahayakan,1
12-Apr-21,Instagram,Aliran PDAM,aliran pdam,0
12-Apr-21,Facebook Pemkab Sleman,Permohonan PJU,permohonan pju,1
13-Apr-21,Website,BST belum cair,bst cair,1
13-Apr-21,Lapor Sleman,Drainase Got Mampet,drainase got mampet,1
13-Apr-21,Instagram,Tarif parkir,tarif parkir,1
13-Apr-21,Instagram,SKPWNI,skpwni,0
13-Apr-21,Instagram,Pendaftaran vaksin lansia,pendaftaran vaksin lansia,0
13-Apr-21,Email,Jadwal vaksin lansia,jadwal vaksin lansia,0
14-Apr-21,Lapor Sleman,Jalan Berlubang,jalan berlubang,1
14-Apr-21,Lapor Sleman,Penertiban Penggunaan Mercon,penertiban penggunaan mercon,0
14-Apr-21,Lapor Sleman,Mesin Diesel Daur Ulang Plastik Bekas Beroperasi Kembali,mesin diesel daur ulang plastik bekas beroperasi,0
14-Apr-21,Lapor Sleman,Mengganggu Kenyamanan,mengganggu kenyamanan,0
14-Apr-21,Lapor Sleman,"Berlubang, Bawah Drainase",berlubang bawah drainase,1
14-Apr-21,Instagram,jadwal vaksin lansia,jadwal vaksin lansia,0
14-Apr-21,Twitter,Jadwal vaksin lansia,jadwal vaksin lansia,0
14-Apr-21,Facebook Pemkab Sleman,Pedagang liar di Pasar ambarketawang,pedagang liar pasar ambarketawang,1
15-Apr-21,Lapor Sleman,Antrian Kacau,antrian kacau,0
15-Apr-21,Lapor Sleman,Layanan Vaksinasi Covid 19 Pada Lansia,layanan vaksinasi covid lansia,0
15-Apr-21,Lapor Sleman,Perizinan IMB Terlalu Lama Dan Berbelit,perizinan imb terlalu lama berbelit,1
15-Apr-21,Email,ASPD untuk sekolah SD,aspd sekolah sd,0
15-Apr-21,Twitter,Pendaftaran vaksin lansia,pendaftaran vaksin lansia,0
15-Apr-21,Twitter,Antrian BPN,antrian bpn,0
15-Apr-21,Instagram,Info Dokter hewan,dokter hewan,0
15-Apr-21,Instagram,Informasi pedagang pasar degolan positif covid 19,pedagang pasar degolan positif covid,0
15-Apr-21,Instagram,Informasi BPUM,bpum,0
16-Apr-21,Lapor.go.id,Pelayanan Dukcapil Sleman,pelayanan dukcapil,0
16-Apr-21,Lapor.go.id,Lampu penerangan jalan mati,lampu penerangan jalan mati,1
16-Apr-21,Instagram,Pembuatan akta lahir untuk anak usia 5 th,pembuatan akta lahir anak usia th,0
16-Apr-21,Instagram,Pembuatan KK dan KTP,pembuatan kk ktp,0
16-Apr-21,Instagram,Daftar vaksin pribadi,daftar vaksin pribadi,0
16-Apr-21,Facebook Pemkab Sleman,Prosedur penyelenggaraan hajatan dimasa pandemi,prosedur penyelenggaraan hajatan dimasa pandemi,0
16-Apr-21,Twitter,Pembuatan KK dan KTP,pembuatan kk ktp,0
16-Apr-21,Instagram,Pendaftaran vaksin bagi pekerja publik,pendaftaran vaksin pekerja publik,0
16-Apr-21,Facebook Pemkab Sleman,Informasi BPUM,bpum,0
16-Apr-21,Website,Kabel menjuntai setelah dilakukan penebangan pohon,kabel menjuntai dilakukan penebangan pohon,1
16-Apr-21,Twitter,PJU mati,pju mati,1
16-Apr-21,Instagram,Reklame roboh,reklame roboh,0
16-Apr-21,Instagram,Jadwal vaksin lansia,jadwal vaksin lansia,0
17-Apr-21,Lapor Sleman,2 Lampu PJU Mati,lampu pju mati,1
17-Apr-21,Lapor Sleman,Air PAM..wilayah Mejing Wetan Rt.02/04..modarr Lagi..,air pamwilayah mejing wetan rtmodarr,1
17-Apr-21,Instagram,Jadwal vaksin lansia,jadwal vaksin lansia,0
17-Apr-21,Instagram,Pelayanan pindah penduduk di Kecamatan,pelayanan pindah penduduk kecamatan,0
17-Apr-21,Instagram,Hasil ASPD,hasil aspd,0
18-Apr-21,Lapor Sleman,Lampu Penerangan Jalan Mati,lampu penerangan jalan mati,1
18-Apr-21,Lapor Sleman,Petasan Di Barat Pasar Concat,petasan barat pasar concat,0
18-Apr-21,Lapor Sleman,Lampu Pju Mati,lampu pju mati,1
19-Apr-21,Email,Penerangan Jalan,penerangan jalan,0
18-Apr-21,Lapor Sleman,ODGJ Meresahkan,odgj meresahkan,0
18-Apr-21,Instagram,Jadwal vaksin bagi pekerja publik,jadwal vaksin pekerja publik,0
18-Apr-21,Instagram,Jadwal vaksin lansia,jadwal vaksin lansia,0
19-Apr-21,Website,Pengecekan sertifikat tanah,pengecekan sertifikat tanah,0
19-Apr-21,Website,Mercon mengganggu,mercon mengganggu,0
19-Apr-21,Website,Bantuan sosial,bantuan sosial,0
19-Apr-21,Twitter,Jalan berlubang,jalan berlubang,1
19-Apr-21,Website,Bangunan mengganggu jalan umum,bangunan mengganggu jalan umum,0
19-Apr-21,Twitter,Percepatan vaksin lansia,percepatan vaksin lansia,0
19-Apr-21,Facebook Pemkab Sleman,Penggantian KTP rusak,penggantian ktp rusak,1
19-Apr-21,Instagram,Percepatan vaksin lansia,percepatan vaksin lansia,0
19-Apr-21,Instagram,Pembuatan akta lahir,pembuatan akta lahir,0
19-Apr-21,Instagram,Jalan berlubang,jalan berlubang,1
19-Apr-21,Email,Fasum Bisa Disertifikatkan,fasum disertifikatkan,0
20-Apr-21,Website,Kondisi Embung Tambakboyo,kondisi embung tambakboyo,0
20-Apr-21,Website,Jalan Rusak Berlubang,jalan rusak berlubang,1
20-Apr-21,Website,Pengadaan Lampu Penerangan Jalan,pengadaan lampu penerangan jalan,1
20-Apr-21,Website,Tidak Bs Mengetik,mengetik,0
20-Apr-21,Twitter,Jalan rusak,jalan rusak,1
20-Apr-21,Twitter,Penanganan pasien covid,penanganan pasien covid,0
20-Apr-21,Twitter,Aduan tidak jelas,aduan jelas,0
20-Apr-21,Website,MENANYAKAN JADWAL PELAKSANAAN VAKSIN COVID 19 LANSIA BAGI ORANG TUA KAMI,menanyakan jadwal pelaksanaan vaksin covid lansia orang tua,0
20-Apr-21,Facebook Pemkab Sleman,BPUM,bpum,0
20-Apr-21,Instagram,Percepatan vaksin lansia,percepatan vaksin lansia,0
20-Apr-21,Instagram,Perbaikan jalan gito gati,perbaikan jalan gito gati,0
20-Apr-21,Instagram,Perpanjangan PPKM,perpanjangan ppkm,0
21-Apr-21,Twitter,Pemasangan pipa IPAL,pemasangan pipa ipal,0
21-Apr-21,Instagram,Pendaftaran vaksin pekerja publik,pendaftaran vaksin pekerja publik,0
21-Apr-21,Twitter,Drainase tersumbat,drainase tersumbat,0
21-Apr-21,Instagram,Sinkronisasi data kependudukan Kota Jogja,sinkronisasi data kependudukan kota,0
21-Apr-21,Facebook Pemkab Sleman,Sinkronisasi data kependudukan,sinkronisasi data kependudukan,0
21-Apr-21,Twitter,APILL eror,apill eror,0
21-Apr-21,Website,BPUM,bpum,0
21-Apr-21,Website,Bantuan sosial tunai,bantuan sosial tunai,0
21-Apr-21,Lapor Sleman,BPUM,bpum,0
22-Apr-21,Facebook Pemkab Sleman,ICJ,icj,0
22-Apr-21,Twitter,Penutupan pipa IPAL,penutupan pipa ipal,0
22-Apr-21,Lapor.go.id,Pelayanan swab Puskesmas Unit Ngaglik 2,pelayanan swab puskesmas unit ngaglik,0
22-Apr-21,Website,Gerombolan anak menyalakan petasan,gerombolan anak menyalakan petasan,0
22-Apr-21,Lapor Sleman,Surat Warga,surat warga,0
22-Apr-21,Lapor Sleman,"Telah Terjadi Pembobolan Toko Di Jogja, Harap Hati Hati Tingkatkan Keamanan Selama Bulan Ramadhan & Masa Pandemi",terjadi pembobolan toko harap hati hati tingkatkan keamanan selama bulan ramadhan masa pandemi,1
22-Apr-21,Twitter,PJU Mati,pju mati,1
22-Apr-21,Website,PJU Mati,pju mati,1
22-Apr-21,Instagram,Percepatan vaksin lansia,percepatan vaksin lansia,0
22-Apr-21,Instagram,Vaksin lansia,vaksin lansia,0
22-Apr-21,Instagram,Informasi PPKM,ppkm,0
22-Apr-21,Instagram,Kartu raskin,kartu raskin,0
22-Apr-21,Facebook Grup ICJ,PJU mati,pju mati,1
23-Apr-21,Lapor Sleman,Jalan Berlubang,jalan berlubang,1
23-Apr-21,Lapor Sleman,Pelanggaran Rambu Lalu Lintas,pelanggaran rambu lalu lintas,0
23-Apr-21,Twitter,Bantuan sosial,bantuan sosial,0
23-Apr-21,Email,Kerumunan tanpa prokes,kerumunan prokes,0
23-Apr-21,Website,KTP hilang dari luar daerah,ktp hilang luar,0
23-Apr-21,Instagram,Percepatan vaksin lansia,percepatan vaksin lansia,0
23-Apr-21,Instagram,BPUM,bpum,0
23-Apr-21,Facebook Pemkab Sleman,Lowongan kerja,lowongan kerja,0
24-Apr-21,Twitter,Web BPUM,web bpum,0
24-Apr-21,Twitter,Tahapan vaksin bagi pekerja publik,tahapan vaksin pekerja publik,0
24-Apr-21,Twitter,APILL eror,apill eror,0
24-Apr-21,Instagram,Tarawih tanpa prokes,tarawih prokes,0
24-Apr-21,Instagram,Kerumunan tanpa prokes,kerumunan prokes,0
24-Apr-21,Instagram,Jadwal vaksin,jadwal vaksin,0
25-Apr-21,Website,Jadwal vaksin lansia,jadwal vaksin lansia,0
25-Apr-21,Website,Bantuan gamelan,bantuan gamelan,0
25-Apr-21,Twitter,Pemasangan pipa IPAL,pemasangan pipa ipal,0
25-Apr-21,Instagram,Surat perjalanan masuk Sleman,surat perjalanan masuk,0
26-Apr-21,Lapor Sleman,Jalan Bolong Drainase Tengah Jalan,jalan bolong drainase tengah jalan,0
26-Apr-21,Instagram,Vaksin wartawan,vaksin wartawan,0
26-Apr-21,Email,Pelayanan Puskesmas Ngaglik 1,pelayanan puskesmas ngaglik,0
27-Apr-21,Instagram,Pendataan vaksin lansia,pendataan vaksin lansia,0
27-Apr-21,Lapor Sleman,Surat Warga,surat warga,0
28-Apr-21,Lapor Sleman,Jam Pelayanan Di Pemerintah Desa,jam pelayanan pemerintah desa,0
28-Apr-21,Lapor Sleman,Rontek Liar Di Pohon2 Mengganggu Pemandangan,rontek liar pohon mengganggu pemandangan,1
28-Apr-21,Twitter,Surat Peta zonasi covid 19 dari DInkes,surat peta zonasi covid dinkes,0
28-Apr-21,Instagram,BPUM Gel 2,bpum gel,0
29-Apr-21,Lapor Sleman,Masjid Tidak Melakukan Protokol Kesehatan,masjid melakukan protokol kesehatan,0
29-Apr-21,Website,Jalan rusak,jalan rusak,1
29-Apr-21,Lapor Sleman,Gorong Gorong Saluran Air Ambrol,gorong gorong saluran air ambrol,1
29-Apr-21,Facebook Pemkab Sleman,Pendaftaran transmigrasi,pendaftaran transmigrasi,0
29-Apr-21,Instagram,Surat Edaran Libur Cuti,surat edaran libur cuti,0
30-Apr-21,Lapor Sleman,Gangguan Petasan,gangguan petasan,1
30-Apr-21,Lapor Sleman,Prostitusi Selama Bulan Puasa Masih Marak,prostitusi selama bulan puasa marak,1
30-Apr-21,Lapor Sleman,"Pelayanan Obat BPJS Di Apotik Mulia, Rumit.",pelayanan obat bpjs apotik mulia rumit,0
30-Apr-21,Email,Laporan situasi,laporan situasi,0
30-Apr-21,Lapor Sleman,Aduan tidak jelas,aduan jelas,0
30-Apr-21,Lapor Sleman,Percepatan vaksin lansia,percepatan vaksin lansia,0
1-May-21,Website,Penanaman pipa IPAL,penanaman pipa ipal,0
1-May-21,Website,Aplikas Sikresno,aplikas sikresno,0
1-May-21,Lapor Sleman,Gangguan Petasan,gangguan petasan,1
