Tanggal,Media,Topik,Topik_Cleaned
29-Jul-21,Facebook Pemkab Sleman,"Sudah terdaftar sebagai penerima bantuan di link kemensos, apakah sudah pasti menerima bantuan",terdaftar penerima bantuan link kemensos menerima bantuan
29-Jul-21,Facebook Pemkab Sleman,Pengajuan permohonan pindah datang tidak ada tanggapan,pengajuan permohonan pindah datang tanggapan
29-Jul-21,Facebook Pemkab Sleman,Perbaruan KK,perbaruan kk
29-Jul-21,Facebook Pemkab Sleman,Pembagian BST Kemensos,pembagian bst kemensos
29-Jul-21,Lapor Sleman,Pemasangan Baliho Tanpa Ijin,pemasangan baliho ijin
29-Jul-21,Facebook Pemkab Sleman,BST,bst
29-Jul-21,Instagram,Informasi vaksin dosis 2 puskesmas tempel 2,vaksin dosis puskesmas tempel
29-Jul-21,Instagram,Pelayanan Dukcapil selama PPKM,pelayanan dukcapil selama ppkm
29-Jul-21,Instagram,Vaksin kedua di taman kuliner sepi,vaksin kedua taman kuliner sepi
29-Jul-21,Instagram,Pemsangan baliho mengganggu jalan,pemsangan baliho mengganggu jalan
29-Jul-21,Instagram,Permohonan akta,permohonan akta
29-Jul-21,Twitter,Pelayanan Dukcapil selama PPKM,pelayanan dukcapil selama ppkm
29-Jul-21,Facebook Pemkab Sleman,BPNT dari Januari tidak keluar,bpnt januari keluar
29-Jul-21,Website,Bantuan sosial,bantuan sosial
29-Jul-21,Instagram,Pelayanan Dukcapil online,pelayanan dukcapil online
30-Jul-21,Lapor Sleman,Vaksin Covid 19,vaksin covid
30-Jul-21,Lapor Sleman,Mengurus Akta Kematian Sangat Lama Dan Tidak Selesai-selesai,mengurus akta kematian sangat lama selesaiselesai
30-Jul-21,Lapor Sleman,Info Gejala Covid19,gejala covid
30-Jul-21,Lapor Sleman,KTP Baru,ktp baru
30-Jul-21,Lapor Sleman,Form Dukcapil Error,form dukcapil error
30-Jul-21,Lapor Sleman,Penertiban Latian Bulutangkis Selama PPKM,penertiban latian bulutangkis selama ppkm
30-Jul-21,Website,Bantuan Sosial,bantuan sosial
30-Jul-21,Website,Vaksin,vaksin
31-Jul-21,Facebook Pemkab Sleman,Cara Mencairkan Bantuan PKH,cara mencairkan bantuan pkh
31-Jul-21,Lapor Sleman,AIR PDAM KOTOR,air pdam kotor
31-Jul-21,Lapor Sleman,Vaksinasi,vaksinasi
31-Jul-21,Lapor Sleman,Kerja Bakti Sampai Malam Hari Di Saat Pandemi - Pelanggaran PPKM,kerja bakti hari pandemi pelanggaran ppkm
31-Jul-21,Website,Bantuan Sosial,bantuan sosial
1-Aug-21,Lapor Sleman,Vaksin Covid-19,vaksin covid
1-Aug-21,Lapor Sleman,Acara Nikahan Di Masa PPKM,acara nikahan masa ppkm
1-Aug-21,Lapor Sleman,SALAH INPUT BATCH,salah input batch
1-Aug-21,Website,Bantuan Sosial,bantuan sosial
1-Aug-21,Twitter,Pendaftaran vaksin,pendaftaran vaksin
1-Aug-21,Twitter,Takedown laporan,takedown laporan
2-Aug-21,Lapor Sleman,Warung Kopi Bang Iwan Tidak Taat Prokes - Pelanggaran PPKM,warung kopi bang iwan taat prokes pelanggaran ppkm
2-Aug-21,Twitter,LPJU ring road mati,lpju ring road mati
2-Aug-21,Lapor.go.id,Bansos,bansos
2-Aug-21,Twitter,Cetak KK mandiri,cetak kk mandiri
2-Aug-21,Facebook Pemkab Sleman,Pelayanan BPN Sleman,pelayanan bpn
2-Aug-21,Lapor Sleman,Sertifikat Vaksin An Maria Veronica Frida Astuti,sertifikat vaksin an maria veronica frida astuti
2-Aug-21,Lapor.go.id,Pelayanan Kapanewon,pelayanan kapanewon
2-Aug-21,Lapor Sleman,Keluhan Setelah Vaksin Sinovac,keluhan vaksin sinovac
2-Aug-21,Lapor Sleman,Kenyamanan Masyarakat,kenyamanan masyarakat
2-Aug-21,Website,Pelaporan pasien covid 19,pelaporan pasien covid
2-Aug-21,Instagram,Vaksin dosis kedua,vaksin dosis kedua
2-Aug-21,Instagram,Informasi pendaftaran vaksin,pendaftaran vaksin
3-Aug-21,Website,Pembelian LKS,pembelian lks
3-Aug-21,Facebook Pemkab Sleman,BPNT tidak turun sejak januari. Cara pengurusan,bpnt turun sejak januari cara pengurusan
3-Aug-21,Facebook Pemkab Sleman,Tidak dapat undangan dari kalurahan untuk pencairan bantuan,undangan kalurahan pencairan bantuan
3-Aug-21,Facebook Pemkab Sleman,Bansos yang diberikan berdasarkan apa ya,bansos diberikan berdasarkan apa
3-Aug-21,Website,Permohonan LPJU,permohonan lpju
3-Aug-21,Lapor Sleman,Kenapa Nama Anak Saya Salah,nama anak salah
3-Aug-21,Lapor Sleman,Surat Warga,surat warga
3-Aug-21,Website,Bantuan sosial,bantuan sosial
3-Aug-21,Instagram,Bantuan Sosial,bantuan sosial
3-Aug-21,Instagram,CPNS,cpns
3-Aug-21,Instagram,Informasi perbaikan sertifikat vaksin,perbaikan sertifikat vaksin
3-Aug-21,Instagram,Bantuan untuk warga isoman,bantuan warga isoman
3-Aug-21,Instagram,informasi pendaftaran vaksin,pendaftaran vaksin
3-Aug-21,Instagram,Vaksin dosis kedua,vaksin dosis kedua
3-Aug-21,Instagram,Pelanggaran PPKM,pelanggaran ppkm
3-Aug-21,Instagram,Pendaftaran vaksin,pendaftaran vaksin
3-Aug-21,Facebook Pemkab Sleman,Cara mengurus NIK yang tidak terdata,cara mengurus nik terdata
3-Aug-21,Instagram,Bantuan sosial,bantuan sosial
3-Aug-21,Instagram,Jadwal vaksin,jadwal vaksin
3-Aug-21,Instagram,Vaksin kedua,vaksin kedua
3-Aug-21,Instagram,Cek data bansos,cek data bansos
3-Aug-21,Facebook Pemkab Sleman,Permohonan BPJS pemerintah,permohonan bpjs pemerintah
3-Aug-21,Instagram,Vaksin,vaksin
4-Aug-21,Instagram,Cek data bansos,cek data bansos
4-Aug-21,Lapor Sleman,Vaksin,vaksin
4-Aug-21,Facebook Pemkab Sleman,BST masih ada atau tidak?,bst
4-Aug-21,Lapor Sleman,Bansos,bansos
4-Aug-21,Website,Pendataan bangunan,pendataan bangunan
4-Aug-21,Twitter,Bantuan Sosial,bantuan sosial
4-Aug-21,Twitter,Vaksin kedua,vaksin kedua
4-Aug-21,Instagram,vaksin luar daerah,vaksin luar
4-Aug-21,Instagram,Permohonan akta kematian,permohonan akta kematian
4-Aug-21,Instagram,Informasi shelter isolasi,shelter isolasi
4-Aug-21,Instagram,Bantuan sosial,bantuan sosial
4-Aug-21,Instagram,Pindah penduduk,pindah penduduk
4-Aug-21,Instagram,Penegakan PPKM,penegakan ppkm
4-Aug-21,Instagram,Bantuan sosial untuk ibu hamil,bantuan sosial ibu hamil
4-Aug-21,Instagram,Vaksin kedua,vaksin kedua
4-Aug-21,Instagram,Jam pelayanan Dinas Sosial,jam pelayanan dinas sosial
4-Aug-21,Facebook Pemkab Sleman,CPNS,cpns
4-Aug-21,Instagram,Jadwal vaksin,jadwal vaksin
4-Aug-21,Facebook Pemkab Sleman,Bantuan sosial,bantuan sosial
4-Aug-21,Instagram,vaksin untuk ibu hamil,vaksin ibu hamil
4-Aug-21,Instagram,Perpanjang PPKM,perpanjang ppkm
4-Aug-21,Instagram,Laporan banjir,laporan banjir
4-Aug-21,Email,Pertanyaan Seputar Kegiatan Magang,pertanyaan seputar kegiatan magang
5-Aug-21,Website,Bantuan Sosial,bantuan sosial
5-Aug-21,Instagram,Informasi vaksin,vaksin
5-Aug-21,Instagram,Permohonan bantuan sosial,permohonan bantuan sosial
5-Aug-21,Instagram,Pelayanan KTP dan KK hilang secara online,pelayanan ktp kk hilang online
5-Aug-21,Instagram,Jam pelayanan Dinas Dukcapil,jam pelayanan dinas dukcapil
5-Aug-21,Lapor.go.id,Bantuan Pkh,bantuan pkh
5-Aug-21,Lapor Sleman,"Masjid Tetap Buka, Mantenan, Meninggal Covid, Layat, Berkerumun",masjid tetap buka mantenan meninggal covid layat berkerumun
5-Aug-21,Lapor Sleman,Jadwal Vaksin,jadwal vaksin
5-Aug-21,Lapor Sleman,Info Vaksin,vaksin
5-Aug-21,Lapor Sleman,Pencemaran Udara Bengkel Cat,pencemaran udara bengkel cat
5-Aug-21,Website,bantuan sosial,bantuan sosial
5-Aug-21,Twitter,Sentra vaksin,sentra vaksin
5-Aug-21,Instagram,Informasi vaksin dosis pertama,vaksin dosis pertama
5-Aug-21,Instagram,Informasi Pendaftaran vaksin,pendaftaran vaksin
6-Aug-21,Website,Pendaftaran vaksin,pendaftaran vaksin
6-Aug-21,Website,bantuan sosial,bantuan sosial
6-Aug-21,Lapor Sleman,Sertifikat Vaksinasi,sertifikat vaksinasi
6-Aug-21,Lapor Sleman,Laporan Bantuan Sosial,laporan bantuan sosial
6-Aug-21,Lapor Sleman,Sertifikat Vaksin Covid 19,sertifikat vaksin covid
6-Aug-21,Lapor Sleman,Boleh Buka Dine In Atau Tidak Paa? - pelanggaran PPKM,buka dine in paa pelanggaran ppkm
6-Aug-21,Lapor Sleman,Info Vaksinasi,vaksinasi
6-Aug-21,Twitter,BPUM,bpum
6-Aug-21,Twitter,Pendaftaran vaksin,pendaftaran vaksin
6-Aug-21,Instagram,BPUM,bpum
6-Aug-21,Instagram,Pengurusan Akta Kematian,pengurusan akta kematian
6-Aug-21,Instagram,Pengurusan Sinkronisasi data,pengurusan sinkronisasi data
6-Aug-21,Instagram,Informasi pendaftaran vaksin,pendaftaran vaksin
7-Aug-21,Lapor Sleman,Vaksinasi,vaksinasi
7-Aug-21,Lapor Sleman,PELANGGARAN PPKM,pelanggaran ppkm
7-Aug-21,Website,Bantuan Sosial,bantuan sosial
7-Aug-21,Website,Aplikasi Lapor Sleman,aplikasi
7-Aug-21,Twitter,BPJS pemerintah,bpjs pemerintah
7-Aug-21,Twitter,Perbaikan lapangan denggung,perbaikan lapangan denggung
7-Aug-21,Instagram,Informasi tempat vaksin kedua,tempat vaksin kedua
7-Aug-21,Instagram,Informasi pendaftaran vaksin,pendaftaran vaksin
7-Aug-21,Instagram,tercatat sudah vaksin pertama di aplikasi peduli lindungi,tercatat vaksin pertama aplikasi peduli lindungi
8-Aug-21,Lapor Sleman,Vaksin Ke 3,vaksin
8-Aug-21,Lapor Sleman,KIPI,kipi
8-Aug-21,Lapor Sleman,Vaksin Covid 1,vaksin covid
8-Aug-21,Lapor Sleman,Rencana PJU Jl Kebonagung Batas Sendangsari Sendangrejo,rencana pju jl kebonagung batas sendangsari sendangrejo
8-Aug-21,Lapor Sleman,Surat Warga,surat warga
8-Aug-21,Twitter,Pendaftaran vaksin,pendaftaran vaksin
8-Aug-21,Instagram,Pelayanan Puskesmas Ngemplak 2,pelayanan puskesmas ngemplak
8-Aug-21,Instagram,Informasi pendaftaran vaksin,pendaftaran vaksin
8-Aug-21,Instagram,Kuota faskes vaksin penuh,kuota faskes vaksin penuh
8-Aug-21,Instagram,PJU di pekarangan,pju pekarangan
8-Aug-21,Instagram,Informasi vaksin,vaksin
8-Aug-21,Instagram,Informasi vaksin dosis kedua,vaksin dosis kedua
8-Aug-21,Instagram,Informasi pendaftaran vaksin di RS Sakina Idaman,pendaftaran vaksin rs sakina idaman
8-Aug-21,Instagram,Informasi vaksin bagi KTP luar daerah,vaksin ktp luar
8-Aug-21,Instagram,Informasi terkait status tanggap darurat,terkait status tanggap darurat
8-Aug-21,Instagram,Informasi aturan PPKM untuk tempat fitnes,aturan ppkm tempat fitnes
8-Aug-21,Instagram,Informasi pendaftaran vaksin Puskesmas Depok,pendaftaran vaksin puskesmas depok
8-Aug-21,Instagram,Informasi jadwal vaksin,jadwal vaksin
9-Aug-21,Lapor Sleman,Mohon Ditertibkan,ditertibkan
9-Aug-21,Email,NIK tidak bisa daftar vaksin karena beda data,nik daftar vaksin beda data
9-Aug-21,Website,Permohonan PJU,permohonan pju
9-Aug-21,Website,Bantuan sosial salah sasaran,bantuan sosial salah sasaran
9-Aug-21,Lapor Sleman,Akte Kelahiran,akte kelahiran
9-Aug-21,Lapor Sleman,Blt Tidak Turun,blt turun
9-Aug-21,Instagram,Faskes vaksin penuh,faskes vaksin penuh
9-Aug-21,Instagram,Cara ubah faskes vaksin,cara ubah faskes vaksin
9-Aug-21,Instagram,Informasi pelayanan Puskeswan,pelayanan puskeswan
9-Aug-21,Instagram,NIK tidak sesuai data,nik sesuai data
9-Aug-21,Instagram,Informasi pendaftaran vaksin,pendaftaran vaksin
9-Aug-21,Instagram,Informasi jadwal vaksin anak dosis kedua,jadwal vaksin anak dosis kedua
10-Aug-21,Lapor Sleman,Laporan Vaksin Dosis 1,laporan vaksin dosis
10-Aug-21,Instagram,Informasi vaksin,vaksin
10-Aug-21,Instagram,Informasi belum vaksin dosis pertama,vaksin dosis pertama
10-Aug-21,Twitter,Acara pernikahan saat PPKM,acara pernikahan ppkm
10-Aug-21,Twitter,Pelayanan Kalurahan Sinduadi,pelayanan kalurahan sinduadi
10-Aug-21,Website,Bengkel las mengganggu kenyamanan,bengkel las mengganggu kenyamanan
10-Aug-21,Lapor Sleman,Penebangan Pohon,penebangan pohon
10-Aug-21,Lapor Sleman,No NIK Tidak Terdaftar,no nik terdaftar
10-Aug-21,Lapor Sleman,Daftar Kir Online,daftar kir online
10-Aug-21,Lapor Sleman,Gangguan Kenyamanan,gangguan kenyamanan
10-Aug-21,Lapor Sleman,Pengajuan Akta Lelahiran Prosesnya Lama,pengajuan akta lelahiran prosesnya lama
10-Aug-21,Website,Vaksin dosis kedua,vaksin dosis kedua
10-Aug-21,Instagram,Jam operasional Gym saat PPKM,jam operasional gym ppkm
10-Aug-21,Instagram,Informasi pendaftaran vkasin KTP luar kota,pendaftaran vkasin ktp luar kota
10-Aug-21,Instagram,Informasi vaksin dosis kedua,vaksin dosis kedua
10-Aug-21,Instagram,Informasi shelter isolasi di Sleman,shelter isolasi
10-Aug-21,Instagram,Pembuatan Akta Kelahiran,pembuatan akta kelahiran
10-Aug-21,Instagram,Penebangan pohon perindang,penebangan pohon perindang
10-Aug-21,Instagram,PELANGGARAN PPKM,pelanggaran ppkm
10-Aug-21,Instagram,Sarana olah raga pemda sleman,sarana olah raga pemda
10-Aug-21,Instagram,Vaksin untuk perjalanan,vaksin perjalanan
10-Aug-21,Instagram,Informasi pendaftaran vaksin,pendaftaran vaksin
10-Aug-21,Facebook Pemkab Sleman,Informasi pendaftaran vaksin,pendaftaran vaksin
11-Aug-21,Lapor Sleman,Vaksin Covid-19 Syarat Untuk KeberangkatanPulang,vaksin covid syarat keberangkatanpulang
11-Aug-21,Lapor Sleman,Pupuk,pupuk
11-Aug-21,Email,Merubah faskes vaksin,merubah faskes vaksin
11-Aug-21,Email,Informasi vaksin kedua di Sleman,vaksin kedua
11-Aug-21,Instagram,Salah input satu digit NIK saat daftar vaksin,salah input satu digit nik daftar vaksin
11-Aug-21,Instagram,Informasi pendaftaran vaksin KTP luar kota,pendaftaran vaksin ktp luar kota
11-Aug-21,Instagram,Informasi lokasi vaksin kedua,lokasi vaksin kedua
11-Aug-21,Instagram,Permohonan SE,permohonan se
11-Aug-21,Instagram,Pendaftaran vaksin,pendaftaran vaksin
11-Aug-21,Instagram,Kuota faskes vaksin penuh,kuota faskes vaksin penuh
11-Aug-21,Instagram,Merubah faskes vaksin,merubah faskes vaksin
11-Aug-21,Instagram,Data sertifikat vaksin salah,data sertifikat vaksin salah
11-Aug-21,Instagram,Informasi magang,magang
11-Aug-21,Instagram,Informasi pendaftaran vaksin,pendaftaran vaksin
11-Aug-21,Instagram,Informasi vaksin kedua,vaksin kedua
11-Aug-21,Instagram,Informasi jadwal vaksin,jadwal vaksin
11-Aug-21,Instagram,Penegakan PPKM,penegakan ppkm
11-Aug-21,Instagram,Masukan untuk desain konten Medsos Sleman,masukan desain konten medsos
11-Aug-21,Twitter,Informasi pendaftaran vaksin,pendaftaran vaksin
11-Aug-21,Twitter,Informasi penutupan jalan,penutupan jalan
11-Aug-21,Twitter,Jalan rusak,jalan rusak
12-Aug-21,Lapor Sleman,Vaksin,vaksin
12-Aug-21,Website,Merubah faskes vaksin,merubah faskes vaksin
12-Aug-21,Instagram,Informasi pendaftaran vaksin,pendaftaran vaksin
12-Aug-21,Instagram,Informasi pendaftaran vaksin ibu hamil,pendaftaran vaksin ibu hamil
12-Aug-21,Instagram,Merubah nama di Akta Kelahiran,merubah nama akta kelahiran
12-Aug-21,Twitter,Informasi jadwal vaksin kedua,jadwal vaksin kedua
12-Aug-21,Website,Kuota faskes vaksin penuh,kuota faskes vaksin penuh
12-Aug-21,Lapor Sleman,Minat Info Vaksin,minat vaksin
12-Aug-21,Lapor Sleman,Bersifat URGENTSI,bersifat urgentsi
12-Aug-21,Instagram,bantuan sosial,bantuan sosial
12-Aug-21,Instagram,Pembuatan KTP,pembuatan ktp
12-Aug-21,Lapor Sleman,Surat Warga,surat warga
12-Aug-21,Lapor Sleman,Perbaikan Jalan Berlubang,perbaikan jalan berlubang
12-Aug-21,Twitter,Pendaftaran vaksin,pendaftaran vaksin
12-Aug-21,Instagram,Informasi vaksin,vaksin
13-Aug-21,Lapor Sleman,Informasi Vaksin Ke-2,vaksin
13-Aug-21,Lapor Sleman,Lampu Pju Idup Nya Salah Waktu,lampu pju idup salah waktu
13-Aug-21,Lapor Sleman,Vaksin Dosis Kedua,vaksin dosis kedua
13-Aug-21,Facebook Pemkab Sleman,Edit Data KTP,edit data ktp
13-Aug-21,Lapor Sleman,Form Dukcapil,form dukcapil
13-Aug-21,Website,Informasi pendaftaran vaksin,pendaftaran vaksin
13-Aug-21,Website,NJOP,njop
13-Aug-21,Website,Kesalahan NIK saat pendaftaran vaksin,kesalahan nik pendaftaran vaksin
13-Aug-21,Website,Efek vaksin dosis pertama,efek vaksin dosis pertama
13-Aug-21,Instagram,Informasi vaksin Puskesmas Mlati 2,vaksin puskesmas mlati
13-Aug-21,Instagram,Informasi vaksin,vaksin
14-Aug-21,Twitter,Pendaftaran vaksin,pendaftaran vaksin
14-Aug-21,Lapor Sleman,Perlu PJU,perlu pju
14-Aug-21,Lapor Sleman,Pendangkalan Sungai,pendangkalan sungai
14-Aug-21,Lapor Sleman,"Tidak Pakai Masker, Tidak Diingatkan",pakai masker diingatkan
14-Aug-21,Lapor Sleman,BPNT,bpnt
14-Aug-21,Lapor Sleman,JADWAL VAKSIN DOSIS PERTAMA,jadwal vaksin dosis pertama
14-Aug-21,Email,Sertifikat vaksin,sertifikat vaksin
14-Aug-21,Email,Informasi pendaftaran vaksin,pendaftaran vaksin
14-Aug-21,Instagram,NJOP,njop
15-Aug-21,Lapor Sleman,Jalan Gejayan Tidak Rata,jalan gejayan rata
15-Aug-21,Lapor Sleman,NIK Dipakai Orang Lain Dalam Sertifikat Vaksin (Sertifikat Vaksin Salah),nik dipakai orang sertifikat vaksin sertifikat vaksin salah
15-Aug-21,Lapor Sleman,Vaksin Covid19,vaksin covid
15-Aug-21,Lapor Sleman,Knalpot Tidak Standar,knalpot standar
15-Aug-21,Lapor Sleman,Gangguan Kenyamanan Dan Diaiplin PPKM,gangguan kenyamanan diaiplin ppkm
15-Aug-21,Website,Jadwla vaksin Puskesmas Depok,jadwla vaksin puskesmas depok
15-Aug-21,Website,Perdagangan daging anjing,perdagangan daging anjing
15-Aug-21,Twitter,Informasi data covid,data covid
15-Aug-21,Instagram,Kesehatan - Informasi Vaksinasi,kesehatan vaksinasi
15-Aug-21,Instagram,Informasi vaksin dosis kedua,vaksin dosis kedua
15-Aug-21,Instagram,Sinkronisasi NIK,sinkronisasi nik
15-Aug-21,Twitter,Informasi pendaftaran vaksin,pendaftaran vaksin
15-Aug-21,Instagram,Pembatalan pendaftaran vaksin,pembatalan pendaftaran vaksin
15-Aug-21,Instagram,Permohonan akta kelahiran,permohonan akta kelahiran
16-Aug-21,Website,Informasi vaksin untuk ibu hamil,vaksin ibu hamil
16-Aug-21,Website,CPNS,cpns
16-Aug-21,Lapor Sleman,Daftar Vaksin,daftar vaksin
16-Aug-21,Lapor Sleman,Penjual Sate Madura Pagi Hari Tdk Prokes,penjual sate madura hari tdk prokes
16-Aug-21,Lapor Sleman,Pasar Tlogorejo Perlu Rehab,pasar tlogorejo perlu rehab
16-Aug-21,Twitter,Informasi pendaftaran vaksin,pendaftaran vaksin
16-Aug-21,Instagram,Informasi Vaksinasi,vaksinasi
16-Aug-21,Instagram,Kependudukan - KTP Rusak,kependudukan ktp rusak
16-Aug-21,Instagram,Fasilitas Olahraga,fasilitas olahraga
16-Aug-21,Instagram,Kesehatan - Informasi Vaksinasi,kesehatan vaksinasi
16-Aug-21,Facebook Pemkab Sleman,Info Vaksin Sleman,vaksin
16-Aug-21,Instagram,Pendaftaran vaksin,pendaftaran vaksin
16-Aug-21,Lapor Sleman,ODGJ Melecehkan Orang Sudah Banyak Korban,odgj melecehkan orang banyak korban
16-Aug-21,Lapor Sleman,Vaksinasi Covid 19,vaksinasi covid
17-Aug-21,Lapor Sleman,Info Sewa Biaya Sewa Tanah Kas Desa,sewa biaya sewa tanah kas desa
17-Aug-21,Instagram,NIK salah saat mendaftar vaksin,nik salah mendaftar vaksin
17-Aug-21,Instagram,Ganti faskes vaksin,ganti faskes vaksin
17-Aug-21,Instagram,Inforamsi vaksin dosis 1,inforamsi vaksin dosis
17-Aug-21,Instagram,Informasi vaksin,vaksin
17-Aug-21,Instagram,Informasi perpanjang PPKM,perpanjang ppkm
17-Aug-21,Facebook Pemkab Sleman,Sinkronisasi NIK,sinkronisasi nik
17-Aug-21,Facebook Pemkab Sleman,BLK Sleman,blk
17-Aug-21,Instagram,Informasi vaksin warung,vaksin warung
17-Aug-21,Instagram,Informasi vaksin dosis pertama,vaksin dosis pertama
17-Aug-21,Instagram,PELANGGARAN PPKM,pelanggaran ppkm
18-Aug-21,Instagram,PELANGGARAN PPKM,pelanggaran ppkm
18-Aug-21,Instagram,Informasi vaksin dosis pertama,vaksin dosis pertama
18-Aug-21,Instagram,Informasi vaksin ibu hamil,vaksin ibu hamil
18-Aug-21,Lapor Sleman,Hari Rabu Dan Kamis 18-19 Agustus 2021,hari rabu kamis agustus
18-Aug-21,Lapor Sleman,Sertifikat Vaksin,sertifikat vaksin
18-Aug-21,Lapor Sleman,Ask Tempat Recycle Barang Pemusnahan Furniture Pabrik,ask tempat recycle barang pemusnahan furniture pabrik
18-Aug-21,Lapor Sleman,Vaksin,vaksin
18-Aug-21,Lapor Sleman,Mengganggu Kenyamanan,mengganggu kenyamanan
18-Aug-21,Twitter,Bongkahan renovasi pasar gamping,bongkahan renovasi pasar gamping
18-Aug-21,Lapor.go.id,Insentif Tenaga Kesehatan RS Islam Yogyakarta PDHI Yang Menangani Covid-19 Belum Dibayarkan,insentif tenaga kesehatan rs islam pdhi menangani covid dibayarkan
18-Aug-21,Instagram,Informasi vaksin,vaksin
19-Aug-21,Twitter,Informasi vaksin,vaksin
19-Aug-21,Twitter,Pembebasan sanksi administrasi / denda PBB P2,pembebasan sanksi administrasi denda pbb p
19-Aug-21,Lapor Sleman,Penjual Makanan Tanpa Masker,penjual makanan masker
19-Aug-21,Facebook Pemkab Sleman,Pembaruan KK,pembaruan kk
19-Aug-21,Instagram,Informasi kuota vaksin,kuota vaksin
19-Aug-21,Twitter,Informasi pendaftaran vkasin,pendaftaran vkasin
19-Aug-21,Twitter,Vaksin di GOR Sleman,vaksin gor
19-Aug-21,Instagram,Pembaruan data KK,pembaruan data kk
20-Aug-21,Lapor Sleman,Perbaikan Jalanan Dan Parkir Yang Mengganggu Lalu Lintas,perbaikan jalanan parkir mengganggu lalu lintas
20-Aug-21,Lapor Sleman,Gangguan Lingkungan.. Kerumunan Warga Yang Meras\hkan TetNgga,gangguan lingkungan kerumunan warga merashkan tetngga
20-Aug-21,Lapor Sleman,Pembatalan Vaksin,pembatalan vaksin
20-Aug-21,Facebook Pemkab Sleman,Info Vaksin Untuk Remaja Berkebutuhan Khusus,vaksin remaja berkebutuhan khusus
20-Aug-21,Website,Sinkronisasi NIK,sinkronisasi nik
20-Aug-21,Twitter,Anak-anak remaja yang ngumpul di lap pemda sleman,anakanak remaja ngumpul lap pemda
20-Aug-21,Twitter,PJU mati,pju mati
20-Aug-21,Twitter,Informasi kuota vaksin,kuota vaksin
21-Aug-21,Lapor Sleman,Bantuan Sosial,bantuan sosial
21-Aug-21,Email,Informasi pendaftaran vaksin,pendaftaran vaksin
22-Aug-21,Lapor Sleman,Warkop Tidak Taat Prokes & Ppkm,warkop taat prokes ppkm
22-Aug-21,Lapor Sleman,BAU TIDAK SEDAP,bau sedap
22-Aug-21,Lapor Sleman,Warung Makan Tidak Tertib PPKM,warung makan tertib ppkm
22-Aug-21,Website,Warung Makan Tidak Tertib PPKM,warung makan tertib ppkm
22-Aug-21,Lapor Sleman,Fasilitas obat-obatan untuk pasien COVID-19 dan buruknya pelayanan Puskesmas Mlati 1.,fasilitas obatobatan pasien covid buruknya pelayanan puskesmas mlati
22-Aug-21,Twitter,Informasi pendaftaran vaksin,pendaftaran vaksin
22-Aug-21,Instagram,Informasi vaksin dosis 2,vaksin dosis
22-Aug-21,Instagram,Pembuatan KIA,pembuatan kia
22-Aug-21,Instagram,Informasi vaksin yang daftar melalui WA,vaksin daftar melalui wa
22-Aug-21,Instagram,penertiban truk muatan gol c,penertiban truk muatan gol c
22-Aug-21,Instagram,Informasi vaksin warung,vaksin warung
23-Aug-21,Email,penertiban truk muatan gol c,penertiban truk muatan gol c
23-Aug-21,Lapor Sleman,Penertiban Truk Muatan Gol C,penertiban truk muatan gol c
23-Aug-21,Lapor Sleman,"Permohonan Penutupan Drainase Di Daerah Babadan RT05/RW02, Purwomartani, Kalasan, Sleman",permohonan penutupan drainase babadan rtrw purwomartani kalasan
23-Aug-21,Lapor.go.id,VAKSIN SANGAT SULIT,vaksin sangat sulit
23-Aug-21,Lapor Sleman,Vaksin,vaksin
23-Aug-21,Lapor Sleman,Informasi vaksin,vaksin
23-Aug-21,Instagram,Informasi vaksin,vaksin
23-Aug-21,Website,Pembangunan pada lahan hijau,pembangunan lahan hijau
24-Aug-21,Website,Bantuan Sosial,bantuan sosial
24-Aug-21,Lapor Sleman,Mohon Ditertibkan,ditertibkan
24-Aug-21,Lapor Sleman,Jalan Berlubang,jalan berlubang
24-Aug-21,Lapor Sleman,Salah Nama,salah nama
24-Aug-21,Lapor Sleman,Pelayanan Kurang Mengenakan Dan Tidak Memuaskan Saat Pembuatan E-ktp,pelayanan kurang mengenakan memuaskan pembuatan ektp
